id,recorded_at,created_at,length,published_at,title,broadcast_type,views
3729689,2015-01-27T20:01:22Z,2015-01-27T20:01:44Z,13920,2015-01-27T20:01:44.090349Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,20
3730369,2015-01-27T23:55:59Z,2015-01-27T23:56:22Z,74033,2015-01-27T23:56:21.720732Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,16
3732935,2015-01-28T20:30:32Z,2015-01-28T20:30:54Z,32304,2015-01-28T20:30:54.28152Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,22
3734380,2015-01-29T05:30:12Z,2015-01-29T05:30:34Z,2147,2015-01-29T05:30:33.71815Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,37
3734465,2015-01-29T06:07:12Z,2015-01-29T06:07:32Z,1418,2015-01-29T06:07:31.872509Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
3734495,2015-01-29T06:31:52Z,2015-01-29T06:32:12Z,99577,2015-01-29T06:32:12.394934Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,35
3737905,2015-01-30T10:15:44Z,2015-01-30T10:16:06Z,227,2015-01-30T10:16:06.007855Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,16
3737911,2015-01-30T10:20:29Z,2015-01-30T10:20:52Z,105,2015-01-30T10:20:51.942894Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,23
3737914,2015-01-30T10:22:53Z,2015-01-30T10:23:13Z,11465,2015-01-30T10:23:12.972106Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,126
3738201,2015-01-30T13:34:48Z,2015-01-30T13:35:12Z,1624,2015-01-30T13:35:11.657721Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,26
3738268,2015-01-30T14:03:03Z,2015-01-30T14:03:24Z,69126,2015-01-30T14:03:24.278866Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,47
3741047,2015-01-31T09:16:53Z,2015-01-31T09:17:14Z,74728,2015-01-31T09:17:13.737478Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,30
3743642,2015-02-01T06:05:42Z,2015-02-01T06:06:03Z,188841,2015-02-01T06:06:02.574474Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,42
3749701,2015-02-03T10:34:17Z,2015-02-03T10:34:38Z,87252,2015-02-03T10:34:37.693498Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,39
3752816,2015-02-04T10:49:12Z,2015-02-04T10:49:33Z,36263,2015-02-04T10:49:32.73634Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,32
3754328,2015-02-04T20:57:37Z,2015-02-04T20:57:58Z,114534,2015-02-04T20:57:57.685144Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,84
3758760,2015-02-06T04:47:38Z,2015-02-06T04:47:59Z,173837,2015-02-06T04:47:59.229807Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,138
3764963,2015-02-08T05:09:37Z,2015-02-08T05:09:58Z,58571,2015-02-08T05:09:58.059295Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,63
3766884,2015-02-08T21:26:36Z,2015-02-08T21:26:55Z,20634,2015-02-08T21:26:55.18297Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,67
3767672,2015-02-09T03:11:33Z,2015-02-09T03:11:53Z,71849,2015-02-09T03:11:53.389415Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,570
3770267,2015-02-09T23:22:01Z,2015-02-09T23:22:25Z,1793,2015-02-09T23:22:24.508571Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,355
3770362,2015-02-09T23:52:27Z,2015-02-09T23:52:47Z,244434,2015-02-09T23:52:47.460645Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,1374
3782034,2015-02-12T19:48:03Z,2015-02-12T19:48:25Z,129022,2015-02-12T19:48:24.749136Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,1190
3788468,2015-02-14T07:40:00Z,2015-02-14T07:40:20Z,828236,2015-02-14T07:40:19.74516Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,638
3825822,2015-02-23T21:34:44.029941Z,2015-02-23T21:45:44Z,660,2015-02-23T21:45:44.029941Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,36
3825863,2015-02-23T21:57:17.800491Z,2015-02-23T21:57:33Z,70725,2015-02-23T21:57:32.800491Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,174
3829289,2015-02-24T18:50:00Z,2015-02-24T18:50:20Z,17056,2015-02-24T18:50:20.369102Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,55
3830426,2015-02-24T23:34:47Z,2015-02-24T23:35:07Z,154446,2015-02-24T23:35:06.542984Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,165
3838546,2015-02-26T21:35:34Z,2015-02-26T21:35:54Z,7308,2015-02-26T21:35:53.527967Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,45
3838989,2015-02-26T23:43:58Z,2015-02-26T23:44:18Z,247,2015-02-26T23:44:18.207073Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,24
3839003,2015-02-26T23:49:11Z,2015-02-26T23:49:32Z,18624,2015-02-26T23:49:32.291683Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,70
3840128,2015-02-27T05:17:54Z,2015-02-27T05:18:15Z,44,2015-02-27T05:18:14.539437Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,69
3840253,2015-02-27T06:15:57Z,2015-02-27T06:16:17Z,342228,2015-02-27T06:16:16.799434Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,182
3855803,2015-03-03T05:21:20Z,2015-03-03T05:21:39Z,199770,2015-03-03T05:21:39.438318Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,110
3865042,2015-03-05T13:29:14Z,2015-03-05T13:29:35Z,93328,2015-03-05T13:29:34.515525Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,56
3869031,2015-03-06T15:25:47Z,2015-03-06T15:26:06Z,6594,2015-03-06T15:26:06.403723Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,38
3869396,2015-03-06T17:16:47Z,2015-03-06T17:17:07Z,6045,2015-03-06T17:17:07.079309Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,80
3869701,2015-03-06T19:00:22Z,2015-03-06T19:00:43Z,826456,2015-03-06T19:00:42.585257Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,308
3906229,2015-03-16T08:36:10Z,2015-03-16T08:36:31Z,202909,2015-03-16T08:36:31.18438Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,75
3916513,2015-03-18T17:27:26Z,2015-03-18T17:27:47Z,179,2015-03-18T17:27:46.798106Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,17
3916806,2015-03-18T17:29:32Z,2015-03-18T17:29:53Z,9163,2015-03-18T17:29:52.886103Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,47
3918104,2015-03-18T21:51:09Z,2015-03-18T21:51:32Z,93,2015-03-18T21:51:32.154313Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,15
3918159,2015-03-18T21:51:54Z,2015-03-18T21:52:18Z,29,2015-03-18T21:52:18.245076Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,41
3918156,2015-03-18T21:51:57Z,2015-03-18T21:52:17Z,27312,2015-03-18T21:52:17.160978Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,45
3919779,2015-03-19T05:28:17Z,2015-03-19T05:28:37Z,37336,2015-03-19T05:28:37.382645Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,70
3921054,2015-03-19T15:51:40Z,2015-03-19T15:52:01Z,224386,2015-03-19T15:52:00.82972Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,199
3932421,2015-03-22T06:12:41Z,2015-03-22T06:13:05Z,212166,2015-03-22T06:13:04.534081Z,"Twitch Plays Pokemon (Enter inputs via chat!!!)",archive,906
3941766,2015-03-24T17:41:22Z,2015-03-24T17:41:42Z,1435,2015-03-24T17:41:42.263621Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,132
3941888,2015-03-24T18:05:41Z,2015-03-24T18:06:02Z,28,2015-03-24T18:06:01.721542Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,66
3941894,2015-03-24T18:06:40Z,2015-03-24T18:07:00Z,2431,2015-03-24T18:07:00.436962Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,57
3942059,2015-03-24T18:47:33Z,2015-03-24T18:47:54Z,50169,2015-03-24T18:47:53.631767Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,77
3944984,2015-03-25T08:46:25Z,2015-03-25T08:46:45Z,32522,2015-03-25T08:46:45.46633Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,22
3946487,2015-03-25T17:49:27Z,2015-03-25T17:49:48Z,32773,2015-03-25T17:49:47.896707Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,20
3948534,2015-03-26T02:56:10Z,2015-03-26T02:56:35Z,13074,2015-03-26T02:56:35.068682Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,23
3949074,2015-03-26T06:34:38Z,2015-03-26T06:35:05Z,146,2015-03-26T06:35:05.022406Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
3949079,2015-03-26T06:37:45Z,2015-03-26T06:38:04Z,66521,2015-03-26T06:38:04.071181Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,19
3952498,2015-03-27T01:06:54Z,2015-03-27T01:07:15Z,5131,2015-03-27T01:07:14.639471Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
3952830,2015-03-27T02:33:10Z,2015-03-27T02:33:34Z,3041,2015-03-27T02:33:34.114019Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,10
3953021,2015-03-27T03:25:07Z,2015-03-27T03:25:28Z,234,2015-03-27T03:25:27.776174Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,5
3953048,2015-03-27T03:29:21Z,2015-03-27T03:29:41Z,505,2015-03-27T03:29:40.966802Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,9
3953088,2015-03-27T03:38:28Z,2015-03-27T03:38:56Z,18003,2015-03-27T03:38:55.613027Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,5
3953786,2015-03-27T08:39:01Z,2015-03-27T08:39:25Z,94,2015-03-27T08:39:25.498414Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
3953789,2015-03-27T08:41:01Z,2015-03-27T08:41:29Z,350,2015-03-27T08:41:28.843595Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
3953797,2015-03-27T08:47:16Z,2015-03-27T08:47:42Z,8678,2015-03-27T08:47:41.535445Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,8
3954075,2015-03-27T11:14:25Z,2015-03-27T11:14:45Z,4498,2015-03-27T11:14:44.562096Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,15
3954232,2015-03-27T12:32:15Z,2015-03-27T12:32:36Z,3540,2015-03-27T12:32:35.611314Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,26
3954376,2015-03-27T13:32:16Z,2015-03-27T13:32:40Z,65702,2015-03-27T13:32:40.27134Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,73
3958054,2015-03-28T07:47:41Z,2015-03-28T07:48:02Z,81156,2015-03-28T07:48:02.458782Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,21
3961984,2015-03-29T06:20:59Z,2015-03-29T06:21:19Z,97757,2015-03-29T06:21:19.401254Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,21
3966192,2015-03-30T09:31:16Z,2015-03-30T09:31:35Z,49797,2015-03-30T09:31:35.052388Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,24
3968704,2015-03-30T23:20:16Z,2015-03-30T23:20:37Z,11849,2015-03-30T23:20:36.529857Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,24
3969375,2015-03-31T02:38:43Z,2015-03-31T02:39:03Z,23165,2015-03-31T02:39:02.749763Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
3970241,2015-03-31T09:08:07Z,2015-03-31T09:08:26Z,8340,2015-03-31T09:08:26.101058Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,15
3970484,2015-03-31T11:29:46Z,2015-03-31T11:30:06Z,28609,2015-03-31T11:30:06.223385Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,17
3972136,2015-03-31T19:27:35Z,2015-03-31T19:27:55Z,165504,2015-03-31T19:27:55.321521Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,43
3980376,2015-04-02T17:27:39Z,2015-04-02T17:27:59Z,710,2015-04-02T17:27:59.063145Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
3980420,2015-04-02T17:40:19Z,2015-04-02T17:40:39Z,3235,2015-04-02T17:40:39.291661Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,6
3980650,2015-04-02T18:35:38Z,2015-04-02T18:35:57Z,3313,2015-04-02T18:35:57.470396Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,33
3980866,2015-04-02T19:32:39Z,2015-04-02T19:32:59Z,392944,2015-04-02T19:32:59.152524Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,32
3999565,2015-04-07T08:42:29Z,2015-04-07T08:42:49Z,7224,2015-04-07T08:42:48.956861Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,5
3999776,2015-04-07T10:46:00Z,2015-04-07T10:46:21Z,425,2015-04-07T10:46:20.607457Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,6
3999789,2015-04-07T10:54:11Z,2015-04-07T10:54:32Z,764,2015-04-07T10:54:31.898919Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,8
3999812,2015-04-07T11:07:32Z,2015-04-07T11:07:52Z,77074,2015-04-07T11:07:52.243513Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4004133,2015-04-08T08:33:19Z,2015-04-08T08:33:40Z,9006,2015-04-08T08:33:39.518871Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,8
4004395,2015-04-08T11:04:54Z,2015-04-08T11:05:14Z,12060,2015-04-08T11:05:13.827537Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
4004909,2015-04-08T14:28:49Z,2015-04-08T14:29:11Z,7653,2015-04-08T14:29:10.6154Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,1
4005322,2015-04-08T16:37:03Z,2015-04-08T16:37:23Z,9266,2015-04-08T16:37:22.522482Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,10
4005944,2015-04-08T19:12:16Z,2015-04-08T19:12:36Z,12013,2015-04-08T19:12:35.935694Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,15
4006633,2015-04-08T22:34:34Z,2015-04-08T22:34:55Z,2856,2015-04-08T22:34:55.065756Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,6
4007368,2015-04-08T23:56:56Z,2015-04-08T23:57:17Z,119,2015-04-08T23:57:16.513865Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
4007518,2015-04-08T23:58:17Z,2015-04-08T23:58:37Z,53,2015-04-08T23:58:36.506543Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,6
4007554,2015-04-08T23:58:50Z,2015-04-08T23:59:15Z,6749,2015-04-08T23:59:15.283986Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,9
4008054,2015-04-09T01:55:19Z,2015-04-09T01:55:40Z,1888,2015-04-09T01:55:39.58273Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,1
4008162,2015-04-09T02:27:58Z,2015-04-09T02:28:18Z,1940,2015-04-09T02:28:18.386177Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
4008284,2015-04-09T03:02:11Z,2015-04-09T03:02:42Z,217,2015-04-09T03:02:41.861154Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,10
4008300,2015-04-09T03:07:18Z,2015-04-09T03:07:37Z,2106,2015-04-09T03:07:36.968031Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,17
4008411,2015-04-09T03:44:04Z,2015-04-09T03:44:22Z,48640,2015-04-09T03:44:22.379945Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,26
4010228,2015-04-09T17:15:24Z,2015-04-09T17:15:45Z,28546,2015-04-09T17:15:44.987755Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,13
4012152,2015-04-10T01:19:52Z,2015-04-10T01:20:12Z,77786,2015-04-10T01:20:11.879355Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,21
4015873,2015-04-10T23:03:19Z,2015-04-10T23:03:39Z,20349,2015-04-10T23:03:39.369616Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4017105,2015-04-11T04:52:59Z,2015-04-11T04:53:19Z,52947,2015-04-11T04:53:18.770701Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,16
4019232,2015-04-11T19:36:39Z,2015-04-11T19:36:59Z,32732,2015-04-11T19:36:59.398514Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,10
4020834,2015-04-12T04:43:11Z,2015-04-12T04:43:34Z,735,2015-04-12T04:43:34.380413Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,5
4020863,2015-04-12T04:56:34Z,2015-04-12T04:56:58Z,1174,2015-04-12T04:56:57.508388Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,9
4020912,2015-04-12T05:17:01Z,2015-04-12T05:17:21Z,893,2015-04-12T05:17:21.05945Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,2
4020934,2015-04-12T05:32:16Z,2015-04-12T05:32:36Z,12859,2015-04-12T05:32:36.234145Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,5
4021244,2015-04-12T09:13:48Z,2015-04-12T09:14:08Z,3054,2015-04-12T09:14:08.197291Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
4021358,2015-04-12T10:06:52Z,2015-04-12T10:07:13Z,83623,2015-04-12T10:07:12.849535Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4024839,2015-04-13T09:21:05Z,2015-04-13T09:21:25Z,3106,2015-04-13T09:21:25.416075Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,2
4024908,2015-04-13T10:14:04Z,2015-04-13T10:14:23Z,36668,2015-04-13T10:14:22.894695Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
4026664,2015-04-13T20:27:19Z,2015-04-13T20:27:40Z,4444,2015-04-13T20:27:40.235924Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
4026941,2015-04-13T21:42:29Z,2015-04-13T21:42:50Z,51663,2015-04-13T21:42:49.573035Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,18
4029551,2015-04-14T12:32:27Z,2015-04-14T12:32:48Z,93210,2015-04-14T12:32:48.295783Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,24
4034439,2015-04-15T14:26:56Z,2015-04-15T14:27:16Z,21050,2015-04-15T14:27:15.782614Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,17
4035794,2015-04-15T20:28:41Z,2015-04-15T20:29:01Z,33,2015-04-15T20:29:00.763785Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,6
4035798,2015-04-15T20:29:58Z,2015-04-15T20:30:17Z,206,2015-04-15T20:30:16.776646Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4035829,2015-04-15T20:38:57Z,2015-04-15T20:39:18Z,3493,2015-04-15T20:39:17.543687Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,8
4037439,2015-04-15T21:39:44Z,2015-04-15T21:40:04Z,4094,2015-04-15T21:40:03.624884Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
4039312,2015-04-15T22:50:14Z,2015-04-15T22:50:33Z,19804,2015-04-15T22:50:33.115858Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,9
4048391,2015-04-16T04:21:16Z,2015-04-16T04:21:38Z,6516,2015-04-16T04:21:38.064288Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
4050382,2015-04-16T06:13:19Z,2015-04-16T06:13:39Z,4386,2015-04-16T06:13:39.124961Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,13
4051398,2015-04-16T07:29:41Z,2015-04-16T07:30:01Z,72813,2015-04-16T07:30:00.883848Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,13
4079519,2015-04-17T03:44:07Z,2015-04-17T03:44:11Z,98,2015-04-17T03:44:10.888407Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,13
4079566,2015-04-17T03:46:09Z,2015-04-17T03:46:13Z,51182,2015-04-17T03:46:12.511743Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,35
4095419,2015-04-17T18:02:53Z,2015-04-17T18:03:14Z,53298,2015-04-17T18:03:14.200114Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,19
4118128,2015-04-18T08:53:20Z,2015-04-18T08:53:39Z,15567,2015-04-18T08:53:39.304051Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,13
4122917,2015-04-18T13:14:13Z,2015-04-18T13:14:32Z,45823,2015-04-18T13:14:32.1053Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,26
4145777,2015-04-19T01:58:53Z,2015-04-19T01:59:12Z,108583,2015-04-19T01:59:12.234783Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,39
4186647,2015-04-20T08:09:56Z,2015-04-20T08:10:17Z,54344,2015-04-20T08:10:16.897609Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,11
4207578,2015-04-20T23:18:53Z,2015-04-20T23:19:12Z,47773,2015-04-20T23:19:12.28322Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,15
4222091,2015-04-21T12:37:10Z,2015-04-21T12:37:31Z,31956,2015-04-21T12:37:31.22053Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,22
4236157,2015-04-21T21:38:45Z,2015-04-21T21:39:35Z,291,2015-04-21T21:39:34.852142Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4236467,2015-04-21T21:48:57Z,2015-04-21T21:50:27Z,342,2015-04-21T21:50:27.23192Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,2
4236766,2015-04-21T22:00:33Z,2015-04-21T22:01:05Z,373,2015-04-21T22:01:04.949088Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,14
4237030,2015-04-21T22:09:22Z,2015-04-21T22:09:56Z,222,2015-04-21T22:09:55.54179Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,13
4237209,2015-04-21T22:14:55Z,2015-04-21T22:15:57Z,2190,2015-04-21T22:15:57.333019Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,5
4238175,2015-04-21T22:53:06Z,2015-04-21T22:53:36Z,651,2015-04-21T22:53:35.925872Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
4238508,2015-04-21T23:03:29Z,2015-04-21T23:03:59Z,857,2015-04-21T23:03:59.051281Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,2
4238935,2015-04-21T23:18:54Z,2015-04-21T23:19:23Z,1328,2015-04-21T23:19:23.145947Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
4239545,2015-04-21T23:41:48Z,2015-04-21T23:42:13Z,2281,2015-04-21T23:42:13.201585Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,4
4240757,2015-04-22T00:21:02Z,2015-04-22T00:21:26Z,148,2015-04-22T00:21:25.773013Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
4240914,2015-04-22T00:26:13Z,2015-04-22T00:26:33Z,69,2015-04-22T00:26:32.575614Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
4240986,2015-04-22T00:27:57Z,2015-04-22T00:28:44Z,264,2015-04-22T00:28:44.426455Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
4241220,2015-04-22T00:35:22Z,2015-04-22T00:35:46Z,99,2015-04-22T00:35:45.792065Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,29
4241406,2015-04-22T00:41:25Z,2015-04-22T00:41:49Z,192,2015-04-22T00:41:48.841661Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
4242510,2015-04-22T01:15:12Z,2015-04-22T01:15:35Z,17657,2015-04-22T01:15:34.520169Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4249029,2015-04-22T06:11:47Z,2015-04-22T06:12:10Z,12533,2015-04-22T06:12:09.565087Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,19
4251341,2015-04-22T09:40:57Z,2015-04-22T09:41:19Z,42,2015-04-22T09:41:19.242169Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,19
4251369,2015-04-22T09:43:41Z,2015-04-22T09:44:02Z,136190,2015-04-22T09:44:01.72748Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,26
4305366,2015-04-23T23:37:09Z,2015-04-23T23:37:29Z,25822,2015-04-23T23:37:28.9292Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,11
4316161,2015-04-24T06:49:45Z,2015-04-24T06:50:06Z,166916,2015-04-24T06:50:06.36153Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,30
4386812,2015-04-26T05:14:14Z,2015-04-26T05:14:35Z,1158,2015-04-26T05:14:34.635731Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,8
4387318,2015-04-26T05:36:04Z,2015-04-26T05:36:23Z,1590,2015-04-26T05:36:23.289874Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,7
4387937,2015-04-26T06:04:39Z,2015-04-26T06:04:59Z,144282,2015-04-26T06:04:59.159266Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,91
4443719,2015-04-27T22:10:23Z,2015-04-27T22:10:42Z,20540,2015-04-27T22:10:41.988493Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,12
4453689,2015-04-28T03:53:42Z,2015-04-28T03:54:01Z,2823,2015-04-28T03:54:01.40438Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,9
4454846,2015-04-28T04:43:47Z,2015-04-28T04:44:07Z,32337,2015-04-28T04:44:06.846094Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,15
4462871,2015-04-28T13:45:25Z,2015-04-28T13:45:44Z,121257,2015-04-28T13:45:44.318259Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,14
4515546,2015-04-29T23:30:09Z,2015-04-29T23:30:30Z,239,2015-04-29T23:30:29.739298Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,8
4515659,2015-04-29T23:33:19Z,2015-04-29T23:33:40Z,59,2015-04-29T23:33:39.867973Z,"Twitch Plays Pokemon (Enter moves via chat!!!)",archive,3
